uuid,time_min_offset,time_max_offset,x,y,z,confidence,Begin File,Begin Time (s),End Time (s),Begin Date Time,Class,Sound type,Confidence,x_m,y_m,z_m,x_err_low_m,x_err_high_m,x_err_span_m,y_err_low_m,y_err_high_m,y_err_span_m,z_err_low_m,z_err_high_m,z_err_span_m,Energy (dB FS),SNR NIST Quick (dB),source_selection_file
AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt:2059,736.010000000,736.090000000,0.480000000000003,0.500000000000003,-1.5,0,AMAR173.4.20220813T030710Z.wav,736.010000000,736.090000000,2022/8/13  3:19:26.0100,NA,NA,0,0.480000000000003,0.500000000000003,-1.5,0.140000000000003,0.860000000000003,0.720000000000001,0.160000000000003,0.880000000000003,0.720000000000001,-1.5,-1.28,0.22,-25.310,14.10,AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt:2103,59.180000000,59.430000000,-0.319999999999998,0.240000000000003,-1.5,0,AMAR173.4.20220813T030710Z.wav,59.180000000,59.430000000,2022/8/13  3:08:09.1800,NA,NA,0,-0.319999999999998,0.240000000000003,-1.5,-0.759999999999998,1.08,1.84,-0.0999999999999974,0.660000000000003,0.760000000000001,-1.5,-1.08,0.42,-15.059,16.70,AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt:2662,1348.490000000,1348.630000000,-0.479999999999998,-0.159999999999997,0.0800000000000014,0,AMAR173.4.20220813T030710Z.wav,1348.490000000,1348.630000000,2022/8/13  3:29:38.4900,NA,NA,0,-0.479999999999998,-0.159999999999997,0.0800000000000014,-0.539999999999998,-0.419999999999998,0.12,-0.219999999999998,-0.0799999999999974,0.14,1.33226762955019e-15,0.180000000000001,0.18,-8.169,17.23,AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt:2809,1521.540000000,1521.710000000,-0.399999999999998,0.280000000000003,-1.34,0,AMAR173.4.20220813T030710Z.wav,1521.540000000,1521.710000000,2022/8/13  3:32:31.5400,NA,NA,0,-0.399999999999998,0.280000000000003,-1.34,-0.399999999999998,-0.379999999999998,0.02,0.280000000000003,0.300000000000003,0.02,-1.34,-1.28,0.0600000000000001,-10.879,18.95,AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt:2987,1178.190000000,1178.300000000,0.520000000000003,-0.0799999999999974,-0.879999999999999,0,AMAR173.4.20220813T030710Z.wav,1178.190000000,1178.300000000,2022/8/13  3:26:48.1900,NA,NA,0,0.520000000000003,-0.0799999999999974,-0.879999999999999,-0.0399999999999974,0.940000000000003,0.980000000000001,-0.479999999999998,0.340000000000003,0.820000000000001,-1.22,-0.379999999999999,0.840000000000001,-6.975,17.95,AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt:3009,83.090000000,83.130000000,0.940000000000003,0.960000000000004,-1.5,0,AMAR173.4.20220813T030710Z.wav,83.090000000,83.130000000,2022/8/13  3:08:33.0900,NA,NA,0,0.940000000000003,0.960000000000004,-1.5,0.580000000000003,1.38,0.800000000000001,0.600000000000003,1.4,0.800000000000001,-1.5,-1.2,0.3,-27.496,11.22,AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt:3011,314.030000000,314.290000000,0.360000000000003,0.320000000000003,-1.38,0,AMAR173.4.20220813T030710Z.wav,314.030000000,314.290000000,2022/8/13  3:12:24.0300,NA,NA,0,0.360000000000003,0.320000000000003,-1.38,0.0600000000000027,0.720000000000003,0.660000000000001,0.0200000000000027,0.660000000000003,0.640000000000001,-1.5,-1.16,0.34,-12.475,16.10,AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt:3099,1024.640000000,1024.750000000,0.0200000000000027,0.280000000000003,-0.839999999999999,0,AMAR173.4.20220813T030710Z.wav,1024.640000000,1024.750000000,2022/8/13  3:24:14.6400,NA,NA,0,0.0200000000000027,0.280000000000003,-0.839999999999999,-0.439999999999998,0.440000000000003,0.880000000000001,-0.219999999999998,0.680000000000003,0.900000000000001,-1.22,-0.379999999999999,0.840000000000001,-22.429,15.13,AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt:3188,1522.320000000,1522.420000000,0.0600000000000027,0.620000000000003,-1.5,0,AMAR173.4.20220813T030710Z.wav,1522.320000000,1522.420000000,2022/8/13  3:32:32.3200,NA,NA,0,0.0600000000000027,0.620000000000003,-1.5,-0.0799999999999974,0.260000000000003,0.34,0.460000000000003,0.840000000000003,0.38,-1.5,-1.32,0.18,-17.574,18.60,AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt:3208,1607.440000000,1607.510000000,0.160000000000003,0.500000000000003,-1.5,0,AMAR173.4.20220813T030710Z.wav,1607.440000000,1607.510000000,2022/8/13  3:33:57.4400,NA,NA,0,0.160000000000003,0.500000000000003,-1.5,-0.139999999999997,0.520000000000003,0.660000000000001,0.160000000000003,0.900000000000003,0.740000000000001,-1.5,-1.28,0.22,-19.473,13.76,AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt:3542,399.640000000,399.730000000,-0.439999999999998,-0.239999999999998,-1.08,0,AMAR173.4.20220813T030710Z.wav,399.640000000,399.730000000,2022/8/13  3:13:49.6400,NA,NA,0,-0.439999999999998,-0.239999999999998,-1.08,-0.699999999999998,-0.119999999999997,0.580000000000001,-0.479999999999998,-0.0199999999999974,0.46,-1.36,-0.699999999999999,0.660000000000001,-21.366,22.47,AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt:3682,1575.520000000,1575.870000000,-0.859999999999998,-0.699999999999998,-1.5,0,AMAR173.4.20220813T030710Z.wav,1575.520000000,1575.870000000,2022/8/13  3:33:25.5200,NA,NA,0,-0.859999999999998,-0.699999999999998,-1.5,-1.16,-0.539999999999998,0.620000000000001,-0.979999999999998,-0.399999999999998,0.580000000000001,-1.5,-1.18,0.32,-3.739,18.65,AMAR173.4.20220813T030710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:17,1147.760000000,1148.000000000,-0.539999999999998,0.720000000000003,-1.08,0,AMAR173.4.20220813T033710Z.wav,1147.760000000,1148.000000000,2022/8/13  3:56:17.7600,NA,NA,0,-0.539999999999998,0.720000000000003,-1.08,-0.539999999999998,-0.519999999999998,0.02,0.700000000000003,0.740000000000003,0.04,-1.1,-1.04,0.0600000000000001,-15.328,18.42,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:165,1125.880000000,1125.980000000,0.0200000000000027,0.0200000000000027,-1.42,0,AMAR173.4.20220813T033710Z.wav,1125.880000000,1125.980000000,2022/8/13  3:55:55.8800,NA,NA,0,0.0200000000000027,0.0200000000000027,-1.42,-0.0799999999999974,0.180000000000003,0.26,-0.0799999999999974,0.180000000000003,0.26,-1.5,-1.3,0.2,-23.627,14.31,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:323,598.340000000,598.440000000,-0.979999999999998,0.0400000000000027,-1.5,0,AMAR173.4.20220813T033710Z.wav,598.340000000,598.440000000,2022/8/13  3:47:08.3400,NA,NA,0,-0.979999999999998,0.0400000000000027,-1.5,-1.76,0.120000000000003,1.88,-0.319999999999998,0.360000000000003,0.680000000000001,-1.5,-1.16,0.34,-18.473,16.65,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:373,433.950000000,434.020000000,0.100000000000003,0.380000000000003,-1.14,0,AMAR173.4.20220813T033710Z.wav,433.950000000,434.020000000,2022/8/13  3:44:23.9500,NA,NA,0,0.100000000000003,0.380000000000003,-1.14,-0.199999999999998,0.400000000000003,0.600000000000001,0.0400000000000027,0.700000000000003,0.660000000000001,-1.36,-0.859999999999999,0.5,-32.178,15.95,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:530,1347.370000000,1347.420000000,-0.419999999999998,-0.699999999999998,-1.5,0,AMAR173.4.20220813T033710Z.wav,1347.370000000,1347.420000000,2022/8/13  3:59:37.3700,NA,NA,0,-0.419999999999998,-0.699999999999998,-1.5,-0.799999999999998,0.0400000000000027,0.840000000000001,-1.4,0.560000000000003,1.96,-1.5,-0.96,0.54,-30.696,13.28,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:569,1772.740000000,1773.290000000,-0.899999999999998,0.0400000000000027,-1.2,0,AMAR173.4.20220813T033710Z.wav,1772.740000000,1773.290000000,2022/8/13  4:06:42.7400,NA,NA,0,-0.899999999999998,0.0400000000000027,-1.2,-0.919999999999998,-0.879999999999998,0.04,0.0400000000000027,0.100000000000003,0.0600000000000001,-1.22,-1.1,0.12,1.430,16.17,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:638,337.110000000,337.190000000,-0.999999999999998,0.620000000000003,0.760000000000002,0,AMAR173.4.20220813T033710Z.wav,337.110000000,337.190000000,2022/8/13  3:42:47.1100,NA,NA,0,-0.999999999999998,0.620000000000003,0.760000000000002,-1.48,-0.219999999999998,1.26,-0.259999999999998,1.04,1.3,-0.259999999999999,1.46,1.72,-24.689,21.35,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:665,1048.410000000,1048.550000000,-0.0599999999999974,0.920000000000003,-0.759999999999999,0,AMAR173.4.20220813T033710Z.wav,1048.410000000,1048.550000000,2022/8/13  3:54:38.4100,NA,NA,0,-0.0599999999999974,0.920000000000003,-0.759999999999999,-0.179999999999997,0.0600000000000027,0.24,0.780000000000003,1.06,0.280000000000001,-0.899999999999999,-0.579999999999999,0.32,-18.772,13.21,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:1071,245.800000000,246.060000000,-0.399999999999998,-0.499999999999998,-1.2,0,AMAR173.4.20220813T033710Z.wav,245.800000000,246.060000000,2022/8/13  3:41:15.8000,NA,NA,0,-0.399999999999998,-0.499999999999998,-1.2,-0.399999999999998,-0.379999999999998,0.02,-0.499999999999998,-0.439999999999998,0.0600000000000001,-1.22,-1.18,0.04,-2.578,20.29,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:1101,1774.660000000,1774.890000000,-0.339999999999998,-0.139999999999997,-0.96,0,AMAR173.4.20220813T033710Z.wav,1774.660000000,1774.890000000,2022/8/13  4:06:44.6600,NA,NA,0,-0.339999999999998,-0.139999999999997,-0.96,-0.359999999999998,-0.279999999999998,0.0800000000000001,-0.159999999999997,-0.0999999999999974,0.0600000000000001,-1,-0.899999999999999,0.1,2.055,32.18,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:1227,563.640000000,563.730000000,0.400000000000003,-0.219999999999998,-1.44,0,AMAR173.4.20220813T033710Z.wav,563.640000000,563.730000000,2022/8/13  3:46:33.6400,NA,NA,0,0.400000000000003,-0.219999999999998,-1.44,0.340000000000003,0.500000000000003,0.16,-0.279999999999998,-0.119999999999997,0.16,-1.5,-1.36,0.14,-29.465,20.05,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:1287,523.690000000,523.870000000,-0.779999999999998,0.420000000000003,-1.26,0,AMAR173.4.20220813T033710Z.wav,523.690000000,523.870000000,2022/8/13  3:45:53.6900,NA,NA,0,-0.779999999999998,0.420000000000003,-1.26,-0.779999999999998,-0.759999999999998,0.02,0.420000000000003,0.480000000000003,0.0600000000000001,-1.28,-1.22,0.0600000000000001,-12.559,22.38,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:1333,548.030000000,548.230000000,-0.359999999999998,0.800000000000003,-0.559999999999999,0,AMAR173.4.20220813T033710Z.wav,548.030000000,548.230000000,2022/8/13  3:46:18.0300,NA,NA,0,-0.359999999999998,0.800000000000003,-0.559999999999999,-0.559999999999998,-0.159999999999997,0.4,0.520000000000003,1.02,0.5,-0.819999999999999,-0.279999999999999,0.54,-15.717,19.01,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:1538,1154.570000000,1154.860000000,-0.879999999999998,0.420000000000003,-1.5,0,AMAR173.4.20220813T033710Z.wav,1154.570000000,1154.860000000,2022/8/13  3:56:24.5700,NA,NA,0,-0.879999999999998,0.420000000000003,-1.5,-0.999999999999998,-0.739999999999998,0.26,0.340000000000003,0.560000000000003,0.22,-1.5,-1.4,0.1,-17.215,16.11,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:1711,524.110000000,524.240000000,-0.799999999999998,0.400000000000003,-1.24,0,AMAR173.4.20220813T033710Z.wav,524.110000000,524.240000000,2022/8/13  3:45:54.1100,NA,NA,0,-0.799999999999998,0.400000000000003,-1.24,-0.819999999999998,-0.739999999999998,0.0800000000000001,0.380000000000003,0.440000000000003,0.0600000000000001,-1.28,-1.16,0.12,-11.272,24.68,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:1917,1184.290000000,1184.830000000,-0.479999999999998,0.520000000000003,-1.16,0,AMAR173.4.20220813T033710Z.wav,1184.290000000,1184.830000000,2022/8/13  3:56:54.2900,NA,NA,0,-0.479999999999998,0.520000000000003,-1.16,-0.499999999999998,-0.439999999999998,0.0600000000000001,0.500000000000003,0.560000000000003,0.0600000000000001,-1.2,-1.08,0.12,-5.504,18.13,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:1949,1050.960000000,1051.000000000,-0.219999999999998,-0.219999999999998,-1.3,0,AMAR173.4.20220813T033710Z.wav,1050.960000000,1051.000000000,2022/8/13  3:54:40.9600,NA,NA,0,-0.219999999999998,-0.219999999999998,-1.3,-0.579999999999998,0.200000000000003,0.780000000000001,-0.579999999999998,0.240000000000003,0.820000000000001,-1.5,-0.859999999999999,0.640000000000001,-29.343,5.81,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:2083,725.060000000,725.330000000,-0.619999999999998,-0.499999999999998,-1.08,0,AMAR173.4.20220813T033710Z.wav,725.060000000,725.330000000,2022/8/13  3:49:15.0600,NA,NA,0,-0.619999999999998,-0.499999999999998,-1.08,-0.859999999999998,-0.339999999999998,0.52,-0.719999999999998,-0.259999999999998,0.46,-1.34,-0.739999999999999,0.600000000000001,-14.853,18.54,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:2175,677.320000000,677.860000000,-0.739999999999998,-0.419999999999998,-0.879999999999999,0,AMAR173.4.20220813T033710Z.wav,677.320000000,677.860000000,2022/8/13  3:48:27.3200,NA,NA,0,-0.739999999999998,-0.419999999999998,-0.879999999999999,-0.839999999999998,-0.599999999999998,0.24,-0.499999999999998,-0.319999999999998,0.18,-1.04,-0.699999999999999,0.34,-11.661,15.74,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:2204,523.110000000,523.320000000,-0.739999999999998,0.420000000000003,-1.18,0,AMAR173.4.20220813T033710Z.wav,523.110000000,523.320000000,2022/8/13  3:45:53.1100,NA,NA,0,-0.739999999999998,0.420000000000003,-1.18,-0.739999999999998,-0.719999999999998,0.02,0.420000000000003,0.420000000000003,0,-1.18,-1.14,0.04,-10.248,19.10,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:2229,246.180000000,246.300000000,-0.459999999999998,-0.639999999999998,-1.22,0,AMAR173.4.20220813T033710Z.wav,246.180000000,246.300000000,2022/8/13  3:41:16.1800,NA,NA,0,-0.459999999999998,-0.639999999999998,-1.22,-0.459999999999998,-0.399999999999998,0.0600000000000001,-0.639999999999998,-0.579999999999998,0.0600000000000001,-1.24,-1.18,0.0600000000000001,-11.297,17.74,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:2255,247.450000000,247.640000000,-0.619999999999998,-0.819999999999998,-1.16,0,AMAR173.4.20220813T033710Z.wav,247.450000000,247.640000000,2022/8/13  3:41:17.4500,NA,NA,0,-0.619999999999998,-0.819999999999998,-1.16,-0.639999999999998,-0.559999999999998,0.0800000000000001,-0.839999999999998,-0.739999999999998,0.1,-1.2,-1.04,0.16,-10.971,15.73,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:2341,604.150000000,604.320000000,0.560000000000003,0.280000000000003,-1.34,0,AMAR173.4.20220813T033710Z.wav,604.150000000,604.320000000,2022/8/13  3:47:14.1500,NA,NA,0,0.560000000000003,0.280000000000003,-1.34,0.220000000000003,0.940000000000003,0.720000000000001,-0.0199999999999974,0.640000000000003,0.660000000000001,-1.5,-1.12,0.38,-19.079,15.98,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:2427,1148.140000000,1148.260000000,-0.539999999999998,0.740000000000003,-1.1,0,AMAR173.4.20220813T033710Z.wav,1148.140000000,1148.260000000,2022/8/13  3:56:18.1400,NA,NA,0,-0.539999999999998,0.740000000000003,-1.1,-0.559999999999998,-0.439999999999998,0.12,0.700000000000003,0.800000000000003,0.1,-1.16,-1.02,0.14,-21.449,14.56,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:2566,1411.330000000,1411.430000000,0.200000000000003,0.180000000000003,-1.5,0,AMAR173.4.20220813T033710Z.wav,1411.330000000,1411.430000000,2022/8/13  4:00:41.3300,NA,NA,0,0.200000000000003,0.180000000000003,-1.5,-0.0599999999999974,0.560000000000003,0.620000000000001,-0.0799999999999974,0.540000000000003,0.620000000000001,-1.5,-1.24,0.26,-29.737,13.50,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:2602,970.980000000,971.030000000,0.120000000000003,0.480000000000003,-1.02,0,AMAR173.4.20220813T033710Z.wav,970.980000000,971.030000000,2022/8/13  3:53:20.9800,NA,NA,0,0.120000000000003,0.480000000000003,-1.02,-0.119999999999997,0.340000000000003,0.46,0.220000000000003,0.720000000000003,0.5,-1.24,-0.779999999999999,0.46,-30.039,21.63,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:2648,694.290000000,694.840000000,-0.699999999999998,0.200000000000003,-1.18,0,AMAR173.4.20220813T033710Z.wav,694.290000000,694.840000000,2022/8/13  3:48:44.2900,NA,NA,0,-0.699999999999998,0.200000000000003,-1.18,-0.759999999999998,-0.619999999999998,0.14,0.140000000000003,0.260000000000003,0.12,-1.28,-1.04,0.24,-12.565,18.08,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:2659,246.730000000,246.840000000,-0.539999999999998,-0.759999999999998,-1.16,0,AMAR173.4.20220813T033710Z.wav,246.730000000,246.840000000,2022/8/13  3:41:16.7300,NA,NA,0,-0.539999999999998,-0.759999999999998,-1.16,-0.559999999999998,-0.519999999999998,0.04,-0.779999999999998,-0.739999999999998,0.04,-1.2,-1.12,0.0800000000000001,-14.855,18.32,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:2764,726.910000000,726.980000000,0.860000000000003,0.920000000000003,-1.48,0,AMAR173.4.20220813T033710Z.wav,726.910000000,726.980000000,2022/8/13  3:49:16.9100,NA,NA,0,0.860000000000003,0.920000000000003,-1.48,0.540000000000003,1.28,0.740000000000001,0.600000000000003,1.36,0.760000000000001,-1.5,-1.18,0.32,-32.154,11.67,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:2790,1115.460000000,1115.580000000,-0.479999999999998,0.860000000000003,-1.5,0,AMAR173.4.20220813T033710Z.wav,1115.460000000,1115.580000000,2022/8/13  3:55:45.4600,NA,NA,0,-0.479999999999998,0.860000000000003,-1.5,-0.599999999999998,-0.279999999999998,0.32,0.700000000000003,1.14,0.440000000000001,-1.5,-1.28,0.22,-17.860,22.53,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:2936,676.930000000,677.000000000,-0.599999999999998,-0.539999999999998,-1.34,0,AMAR173.4.20220813T033710Z.wav,676.930000000,677.000000000,2022/8/13  3:48:26.9300,NA,NA,0,-0.599999999999998,-0.539999999999998,-1.34,-0.839999999999998,-0.319999999999998,0.52,-0.779999999999998,-0.259999999999998,0.52,-1.5,-1.1,0.4,-27.330,10.98,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:3064,1396.690000000,1397.190000000,0.540000000000003,0.680000000000003,-1.22,0,AMAR173.4.20220813T033710Z.wav,1396.690000000,1397.190000000,2022/8/13  4:00:26.6900,NA,NA,0,0.540000000000003,0.680000000000003,-1.22,0.500000000000003,0.600000000000003,0.1,0.640000000000003,0.740000000000003,0.1,-1.26,-1.16,0.1,-5.856,19.20,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:3188,556.340000000,556.510000000,-0.759999999999998,-0.439999999999998,-0.0399999999999987,0,AMAR173.4.20220813T033710Z.wav,556.340000000,556.510000000,2022/8/13  3:46:26.3400,NA,NA,0,-0.759999999999998,-0.439999999999998,-0.0399999999999987,-0.779999999999998,-0.699999999999998,0.0800000000000001,-0.459999999999998,-0.399999999999998,0.0600000000000001,-0.0599999999999987,1.33226762955019e-15,0.0600000000000001,-6.912,27.13,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:3338,1154.430000000,1154.550000000,-0.739999999999998,0.600000000000003,-1.5,0,AMAR173.4.20220813T033710Z.wav,1154.430000000,1154.550000000,2022/8/13  3:56:24.4300,NA,NA,0,-0.739999999999998,0.600000000000003,-1.5,-0.819999999999998,-0.659999999999998,0.16,0.540000000000003,0.740000000000003,0.2,-1.5,-1.38,0.12,-16.780,21.03,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt:3383,247.120000000,247.230000000,-0.679999999999998,-0.759999999999998,-1.1,0,AMAR173.4.20220813T033710Z.wav,247.120000000,247.230000000,2022/8/13  3:41:17.1200,NA,NA,0,-0.679999999999998,-0.759999999999998,-1.1,-0.679999999999998,-0.639999999999998,0.04,-0.759999999999998,-0.699999999999998,0.0600000000000001,-1.12,-1.06,0.0600000000000001,-14.359,19.02,AMAR173.4.20220813T033710Z.wav.chan0.Table.1.selections.FS.txt
