uuid,time_min_offset,time_max_offset,x,y,z,confidence,Begin File,Begin Time (s),End Time (s),Begin Date Time,Class,Sound type,Confidence,x_m,y_m,z_m,x_err_low_m,x_err_high_m,x_err_span_m,y_err_low_m,y_err_high_m,y_err_span_m,z_err_low_m,z_err_high_m,z_err_span_m,Energy (dB FS),SNR NIST Quick (dB),source_selection_file
AMAR173.4.20220912T023952Z.wav.chan0.Table.1.selections.FS.txt:2680,263.370000000,263.600000000,-0.839999999999998,-0.279999999999998,-0.879999999999999,0,AMAR173.4.20220912T023952Z.wav,263.370000000,263.600000000,2022/9/12  2:44:15.3700,NA,NA,0,-0.839999999999998,-0.279999999999998,-0.879999999999999,-0.959999999999998,-0.679999999999998,0.28,-0.379999999999998,-0.179999999999997,0.2,-1.04,-0.659999999999999,0.38,-15.427,20.65,AMAR173.4.20220912T023952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T023952Z.wav.chan0.Table.1.selections.FS.txt:2746,887.360000000,887.510000000,-0.739999999999998,-0.379999999999998,-1.5,0,AMAR173.4.20220912T023952Z.wav,887.360000000,887.510000000,2022/9/12  2:54:39.3600,NA,NA,0,-0.739999999999998,-0.379999999999998,-1.5,-1.28,0.540000000000003,1.82,-0.779999999999998,0.0200000000000027,0.800000000000001,-1.5,-1.2,0.3,-4.890,24.23,AMAR173.4.20220912T023952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T023952Z.wav.chan0.Table.1.selections.FS.txt:2756,211.800000000,212.010000000,-0.499999999999998,-0.319999999999998,-0.96,0,AMAR173.4.20220912T023952Z.wav,211.800000000,212.010000000,2022/9/12  2:43:23.8000,NA,NA,0,-0.499999999999998,-0.319999999999998,-0.96,-0.499999999999998,-0.459999999999998,0.04,-0.319999999999998,-0.299999999999998,0.02,-0.98,-0.94,0.04,-13.635,15.97,AMAR173.4.20220912T023952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:71,778.090000000,778.220000000,-0.979999999999998,-0.179999999999997,-1.5,0,AMAR173.4.20220912T143952Z.wav,778.090000000,778.220000000,2022/9/12  14:52:50.0900,NA,NA,0,-0.979999999999998,-0.179999999999997,-1.5,-1.62,0.0600000000000027,1.68,-0.459999999999998,0.120000000000003,0.580000000000001,-1.5,-1.16,0.34,-7.007,17.71,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:135,928.090000000,928.220000000,-0.759999999999998,-0.379999999999998,-1.5,0,AMAR173.4.20220912T143952Z.wav,928.090000000,928.220000000,2022/9/12  14:55:20.0900,NA,NA,0,-0.759999999999998,-0.379999999999998,-1.5,-1.32,0.500000000000003,1.82,-0.779999999999998,0.0200000000000027,0.800000000000001,-1.5,-1.2,0.3,-7.026,19.11,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:186,1039.090000000,1039.220000000,-0.799999999999998,-0.339999999999998,-1.5,0,AMAR173.4.20220912T143952Z.wav,1039.090000000,1039.220000000,2022/9/12  14:57:11.0900,NA,NA,0,-0.799999999999998,-0.339999999999998,-1.5,-1.4,0.460000000000003,1.86,-0.719999999999998,0.0600000000000027,0.780000000000001,-1.5,-1.2,0.3,-6.619,18.74,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:215,1668.160000000,1668.220000000,-0.239999999999998,-0.239999999999998,-1.14,0,AMAR173.4.20220912T143952Z.wav,1668.160000000,1668.220000000,2022/9/12  15:07:40.1600,NA,NA,0,-0.239999999999998,-0.239999999999998,-1.14,-0.399999999999998,-0.0599999999999974,0.34,-0.399999999999998,-0.0599999999999974,0.34,-1.34,-0.919999999999999,0.42,-21.599,16.91,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:235,834.090000000,834.220000000,-0.719999999999998,-0.379999999999998,-1.5,0,AMAR173.4.20220912T143952Z.wav,834.090000000,834.220000000,2022/9/12  14:53:46.0900,NA,NA,0,-0.719999999999998,-0.379999999999998,-1.5,-1.28,0.560000000000003,1.84,-0.779999999999998,0.0400000000000027,0.820000000000001,-1.5,-1.2,0.3,-7.650,20.81,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:242,758.090000000,758.260000000,-0.919999999999998,-0.379999999999998,-0.339999999999999,0,AMAR173.4.20220912T143952Z.wav,758.090000000,758.260000000,2022/9/12  14:52:30.0900,NA,NA,0,-0.919999999999998,-0.379999999999998,-0.339999999999999,-1.02,-0.779999999999998,0.24,-0.459999999999998,-0.299999999999998,0.16,-0.439999999999999,-0.219999999999999,0.22,-6.977,19.01,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:350,540.900000000,541.000000000,-0.939999999999998,-0.719999999999998,-0.679999999999999,0,AMAR173.4.20220912T143952Z.wav,540.900000000,541.000000000,2022/9/12  14:48:52.9000,NA,NA,0,-0.939999999999998,-0.719999999999998,-0.679999999999999,-1.18,-0.459999999999998,0.720000000000001,-0.899999999999998,-0.279999999999998,0.620000000000001,-0.879999999999999,-0.139999999999999,0.740000000000001,-21.165,10.46,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:474,897.100000000,897.240000000,-0.439999999999998,-0.719999999999998,-0.919999999999999,0,AMAR173.4.20220912T143952Z.wav,897.100000000,897.240000000,2022/9/12  14:54:49.1000,NA,NA,0,-0.439999999999998,-0.719999999999998,-0.919999999999999,-0.559999999999998,-0.299999999999998,0.26,-0.899999999999998,-0.519999999999998,0.38,-1.16,-0.619999999999999,0.54,-7.261,18.90,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:616,826.560000000,827.000000000,-0.479999999999998,-0.379999999999998,-0.319999999999999,0,AMAR173.4.20220912T143952Z.wav,826.560000000,827.000000000,2022/9/12  14:53:38.5600,NA,NA,0,-0.479999999999998,-0.379999999999998,-0.319999999999999,-0.519999999999998,-0.419999999999998,0.1,-0.419999999999998,-0.319999999999998,0.1,-0.379999999999999,-0.259999999999999,0.12,-1.066,23.29,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:687,1073.540000000,1073.630000000,-0.659999999999998,0.980000000000004,0.720000000000002,0,AMAR173.4.20220912T143952Z.wav,1073.540000000,1073.630000000,2022/9/12  14:57:45.5400,NA,NA,0,-0.659999999999998,0.980000000000004,0.720000000000002,-0.759999999999998,-0.539999999999998,0.22,0.860000000000003,1.12,0.26,0.520000000000002,0.900000000000002,0.38,-21.132,18.58,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:792,680.720000000,680.760000000,-0.939999999999998,2.66453525910038e-15,0.120000000000001,0,AMAR173.4.20220912T143952Z.wav,680.720000000,680.760000000,2022/9/12  14:51:12.7200,NA,NA,0,-0.939999999999998,2.66453525910038e-15,0.120000000000001,-1.08,-0.759999999999998,0.32,-0.139999999999997,0.140000000000003,0.28,-0.119999999999999,0.320000000000002,0.44,-19.685,25.00,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:794,883.090000000,883.320000000,-0.219999999999998,-0.539999999999998,-0.699999999999999,0,AMAR173.4.20220912T143952Z.wav,883.090000000,883.320000000,2022/9/12  14:54:35.0900,NA,NA,0,-0.219999999999998,-0.539999999999998,-0.699999999999999,-0.659999999999998,0.220000000000003,0.880000000000001,-1.16,0.280000000000003,1.44,-1.5,-0.0399999999999987,1.46,-6.391,22.32,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:812,1421.320000000,1421.370000000,0.580000000000003,0.600000000000003,-1.5,0,AMAR173.4.20220912T143952Z.wav,1421.320000000,1421.370000000,2022/9/12  15:03:33.3200,NA,NA,0,0.580000000000003,0.600000000000003,-1.5,0.0600000000000027,1.12,1.06,0.0400000000000027,1.14,1.1,-1.5,-1.22,0.28,-25.494,25.41,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:839,938.100000000,938.220000000,-0.779999999999998,-0.379999999999998,-1.5,0,AMAR173.4.20220912T143952Z.wav,938.100000000,938.220000000,2022/9/12  14:55:30.1000,NA,NA,0,-0.779999999999998,-0.379999999999998,-1.5,-1.3,0.400000000000003,1.7,-0.739999999999998,2.66453525910038e-15,0.740000000000001,-1.5,-1.22,0.28,-6.854,17.23,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:891,1634.780000000,1634.820000000,-0.359999999999998,0.0200000000000027,-0.159999999999999,0,AMAR173.4.20220912T143952Z.wav,1634.780000000,1634.820000000,2022/9/12  15:07:06.7800,NA,NA,0,-0.359999999999998,0.0200000000000027,-0.159999999999999,-1.1,0.580000000000003,1.68,-0.819999999999998,0.660000000000003,1.48,-1.16,0.620000000000002,1.78,-26.205,8.94,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:943,880.090000000,880.220000000,-0.739999999999998,-0.359999999999998,-1.5,0,AMAR173.4.20220912T143952Z.wav,880.090000000,880.220000000,2022/9/12  14:54:32.0900,NA,NA,0,-0.739999999999998,-0.359999999999998,-1.5,-1.24,0.460000000000003,1.7,-0.719999999999998,0.0200000000000027,0.740000000000001,-1.5,-1.22,0.28,-7.252,23.52,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:949,1041.100000000,1041.220000000,-0.799999999999998,-0.399999999999998,-1.5,0,AMAR173.4.20220912T143952Z.wav,1041.100000000,1041.220000000,2022/9/12  14:57:13.1000,NA,NA,0,-0.799999999999998,-0.399999999999998,-1.5,-1.38,0.440000000000003,1.82,-0.799999999999998,2.66453525910038e-15,0.800000000000001,-1.5,-1.2,0.3,-6.396,15.20,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:1084,1687.800000000,1687.860000000,-0.699999999999998,-0.319999999999998,-0.199999999999999,0,AMAR173.4.20220912T143952Z.wav,1687.800000000,1687.860000000,2022/9/12  15:07:59.8000,NA,NA,0,-0.699999999999998,-0.319999999999998,-0.199999999999999,-0.819999999999998,-0.559999999999998,0.26,-0.439999999999998,-0.199999999999998,0.24,-0.339999999999999,-0.0199999999999987,0.32,-15.916,12.18,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:1087,727.490000000,727.550000000,-0.779999999999998,0.0400000000000027,-0.0199999999999987,0,AMAR173.4.20220912T143952Z.wav,727.490000000,727.550000000,2022/9/12  14:51:59.4900,NA,NA,0,-0.779999999999998,0.0400000000000027,-0.0199999999999987,-1.06,-0.359999999999998,0.700000000000001,-0.259999999999998,0.300000000000003,0.56,-0.519999999999999,0.340000000000002,0.860000000000001,-22.722,19.86,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:1159,812.090000000,812.240000000,-0.759999999999998,-0.379999999999998,-1.5,0,AMAR173.4.20220912T143952Z.wav,812.090000000,812.240000000,2022/9/12  14:53:24.0900,NA,NA,0,-0.759999999999998,-0.379999999999998,-1.5,-1.3,0.500000000000003,1.8,-0.759999999999998,0.0400000000000027,0.800000000000001,-1.5,-1.2,0.3,-6.778,23.08,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:1188,1016.090000000,1016.220000000,-0.819999999999998,-0.359999999999998,-1.5,0,AMAR173.4.20220912T143952Z.wav,1016.090000000,1016.220000000,2022/9/12  14:56:48.0900,NA,NA,0,-0.819999999999998,-0.359999999999998,-1.5,-1.32,0.320000000000003,1.64,-0.699999999999998,-0.0199999999999974,0.680000000000001,-1.5,-1.22,0.28,-6.361,18.88,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:1317,1029.080000000,1029.280000000,-0.779999999999998,-0.439999999999998,-1.5,0,AMAR173.4.20220912T143952Z.wav,1029.080000000,1029.280000000,2022/9/12  14:57:01.0800,NA,NA,0,-0.779999999999998,-0.439999999999998,-1.5,-1.32,0.440000000000003,1.76,-0.839999999999998,-0.0199999999999974,0.820000000000001,-1.5,-1.2,0.3,-5.128,17.78,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:1382,1321.520000000,1321.600000000,0.160000000000003,-0.579999999999998,0.680000000000002,0,AMAR173.4.20220912T143952Z.wav,1321.520000000,1321.600000000,2022/9/12  15:01:53.5200,NA,NA,0,0.160000000000003,-0.579999999999998,0.680000000000002,-0.159999999999997,0.460000000000003,0.620000000000001,-0.839999999999998,-0.299999999999998,0.54,0.0200000000000014,1.06,1.04,-22.470,15.49,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:1387,383.100000000,383.150000000,2.66453525910038e-15,-0.199999999999998,0.0800000000000014,0,AMAR173.4.20220912T143952Z.wav,383.100000000,383.150000000,2022/9/12  14:46:15.1000,NA,NA,0,2.66453525910038e-15,-0.199999999999998,0.0800000000000014,-0.339999999999998,0.320000000000003,0.660000000000001,-0.499999999999998,1.1,1.6,-1.4,0.480000000000002,1.88,-22.736,14.86,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:1437,449.260000000,449.340000000,-0.879999999999998,0.400000000000003,0.420000000000002,0,AMAR173.4.20220912T143952Z.wav,449.260000000,449.340000000,2022/9/12  14:47:21.2600,NA,NA,0,-0.879999999999998,0.400000000000003,0.420000000000002,-0.899999999999998,-0.859999999999998,0.04,0.380000000000003,0.420000000000003,0.04,0.380000000000002,0.460000000000002,0.0800000000000001,-16.395,22.04,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:1441,516.140000000,516.250000000,-0.999999999999998,-0.959999999999998,-0.94,0,AMAR173.4.20220912T143952Z.wav,516.140000000,516.250000000,2022/9/12  14:48:28.1400,NA,NA,0,-0.999999999999998,-0.959999999999998,-0.94,-1.14,-0.779999999999998,0.36,-1.08,-0.619999999999998,0.46,-1.1,-0.519999999999999,0.580000000000001,-17.426,15.39,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt:1514,1457.030000000,1457.070000000,0.0600000000000027,-0.179999999999997,-0.299999999999999,0,AMAR173.4.20220912T143952Z.wav,1457.030000000,1457.070000000,2022/9/12  15:04:09.0300,NA,NA,0,0.0600000000000027,-0.179999999999997,-0.299999999999999,-0.439999999999998,0.580000000000003,1.02,-0.739999999999998,0.320000000000003,1.06,-1.5,0.400000000000002,1.9,-26.978,10.99,AMAR173.4.20220912T143952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt:37,1490.870000000,1491.110000000,-0.539999999999998,-0.679999999999998,-1,0,AMAR173.4.20220912T150952Z.wav,1490.870000000,1491.110000000,2022/9/12  15:34:42.8700,NA,NA,0,-0.539999999999998,-0.679999999999998,-1,-0.599999999999998,-0.459999999999998,0.14,-0.759999999999998,-0.599999999999998,0.16,-1.1,-0.839999999999999,0.26,-5.428,28.00,AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt:232,1779.050000000,1779.150000000,-0.699999999999998,0.940000000000003,0.560000000000002,0,AMAR173.4.20220912T150952Z.wav,1779.050000000,1779.150000000,2022/9/12  15:39:31.0500,NA,NA,0,-0.699999999999998,0.940000000000003,0.560000000000002,-0.859999999999998,-0.519999999999998,0.34,0.700000000000003,1.12,0.42,0.260000000000002,0.800000000000002,0.54,-23.666,24.16,AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt:363,848.100000000,848.230000000,-0.979999999999998,-0.319999999999998,-1.5,0,AMAR173.4.20220912T150952Z.wav,848.100000000,848.230000000,2022/9/12  15:24:00.1000,NA,NA,0,-0.979999999999998,-0.319999999999998,-1.5,-1.48,0.0200000000000027,1.5,-0.599999999999998,-0.0399999999999974,0.56,-1.5,-1.16,0.34,-3.327,15.02,AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt:440,1287.820000000,1287.860000000,-0.259999999999998,-0.259999999999998,-1.2,0,AMAR173.4.20220912T150952Z.wav,1287.820000000,1287.860000000,2022/9/12  15:31:19.8200,NA,NA,0,-0.259999999999998,-0.259999999999998,-1.2,-0.559999999999998,0.0800000000000027,0.640000000000001,-0.559999999999998,0.100000000000003,0.660000000000001,-1.48,-0.859999999999999,0.620000000000001,-32.607,11.65,AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt:626,559.060000000,559.150000000,-0.619999999999998,0.780000000000003,-0.919999999999999,0,AMAR173.4.20220912T150952Z.wav,559.060000000,559.150000000,2022/9/12  15:19:11.0600,NA,NA,0,-0.619999999999998,0.780000000000003,-0.919999999999999,-0.739999999999998,-0.459999999999998,0.28,0.400000000000003,1,0.600000000000001,-1.14,-0.419999999999999,0.720000000000001,-28.987,12.45,AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt:736,930.080000000,930.300000000,-0.999999999999998,-0.239999999999998,-1.5,0,AMAR173.4.20220912T150952Z.wav,930.080000000,930.300000000,2022/9/12  15:25:22.0800,NA,NA,0,-0.999999999999998,-0.239999999999998,-1.5,-1.38,-0.0999999999999974,1.28,-0.459999999999998,-0.0199999999999974,0.44,-1.5,-1.22,0.28,-6.940,19.97,AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt:1086,921.090000000,921.210000000,-0.999999999999998,-0.219999999999998,-1.5,0,AMAR173.4.20220912T150952Z.wav,921.090000000,921.210000000,2022/9/12  15:25:13.0900,NA,NA,0,-0.999999999999998,-0.219999999999998,-1.5,-1.36,-0.139999999999997,1.22,-0.419999999999998,2.66453525910038e-15,0.42,-1.5,-1.22,0.28,-8.273,17.14,AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt:1471,456.100000000,456.170000000,0.440000000000003,0.680000000000003,-1.5,0,AMAR173.4.20220912T150952Z.wav,456.100000000,456.170000000,2022/9/12  15:17:28.1000,NA,NA,0,0.440000000000003,0.680000000000003,-1.5,-0.0799999999999974,1,1.08,0.0200000000000027,1.3,1.28,-1.5,-1.2,0.3,-27.594,22.71,AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt:1547,1125.210000000,1125.270000000,-0.499999999999998,0.360000000000003,-0.239999999999999,0,AMAR173.4.20220912T150952Z.wav,1125.210000000,1125.270000000,2022/9/12  15:28:37.2100,NA,NA,0,-0.499999999999998,0.360000000000003,-0.239999999999999,-0.919999999999998,-0.0399999999999974,0.880000000000001,-0.159999999999997,0.740000000000003,0.900000000000001,-0.839999999999999,0.300000000000002,1.14,-18.943,12.57,AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt:1852,385.720000000,385.760000000,-0.239999999999998,-0.0399999999999974,-0.319999999999999,0,AMAR173.4.20220912T150952Z.wav,385.720000000,385.760000000,2022/9/12  15:16:17.7200,NA,NA,0,-0.239999999999998,-0.0399999999999974,-0.319999999999999,-0.999999999999998,0.580000000000003,1.58,-0.959999999999998,0.620000000000003,1.58,-1.12,0.500000000000002,1.62,-23.960,13.00,AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt:2004,329.290000000,329.330000000,-0.279999999999998,-0.219999999999998,-0.419999999999999,0,AMAR173.4.20220912T150952Z.wav,329.290000000,329.330000000,2022/9/12  15:15:21.2900,NA,NA,0,-0.279999999999998,-0.219999999999998,-0.419999999999999,-1.22,0.720000000000003,1.94,-1.18,0.740000000000003,1.92,-1.3,0.500000000000002,1.8,-34.029,13.37,AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt:2117,1462.670000000,1462.760000000,-0.0999999999999974,0.260000000000003,0.120000000000001,0,AMAR173.4.20220912T150952Z.wav,1462.670000000,1462.760000000,2022/9/12  15:34:14.6700,NA,NA,0,-0.0999999999999974,0.260000000000003,0.120000000000001,-0.379999999999998,0.260000000000003,0.640000000000001,-0.779999999999998,0.600000000000003,1.38,-0.359999999999999,0.500000000000002,0.860000000000001,-38.015,13.36,AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt:2119,1112.320000000,1112.370000000,-0.759999999999998,0.620000000000003,-0.0599999999999987,0,AMAR173.4.20220912T150952Z.wav,1112.320000000,1112.370000000,2022/9/12  15:28:24.3200,NA,NA,0,-0.759999999999998,0.620000000000003,-0.0599999999999987,-0.979999999999998,-0.499999999999998,0.48,0.340000000000003,0.840000000000003,0.5,-0.419999999999999,0.240000000000002,0.660000000000001,-31.654,10.67,AMAR173.4.20220912T150952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:40,891.070000000,891.210000000,-0.959999999999998,-0.179999999999997,-1.5,0,AMAR173.4.20220912T153952Z.wav,891.070000000,891.210000000,2022/9/12  15:54:43.0700,NA,NA,0,-0.959999999999998,-0.179999999999997,-1.5,-1.76,0.200000000000003,1.96,-0.519999999999998,0.160000000000003,0.680000000000001,-1.5,-1.1,0.4,-6.788,18.85,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:51,962.070000000,962.240000000,-0.939999999999998,-0.0999999999999974,-0.519999999999999,0,AMAR173.4.20220912T153952Z.wav,962.070000000,962.240000000,2022/9/12  15:55:54.0700,NA,NA,0,-0.939999999999998,-0.0999999999999974,-0.519999999999999,-1.08,-0.779999999999998,0.3,-0.179999999999997,0.0200000000000027,0.2,-0.679999999999999,-0.319999999999999,0.36,-8.631,30.07,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:78,999.070000000,999.220000000,-0.959999999999998,-0.0999999999999974,-0.479999999999999,0,AMAR173.4.20220912T153952Z.wav,999.070000000,999.220000000,2022/9/12  15:56:31.0700,NA,NA,0,-0.959999999999998,-0.0999999999999974,-0.479999999999999,-1.1,-0.779999999999998,0.32,-0.199999999999998,0.0200000000000027,0.22,-0.639999999999999,-0.279999999999999,0.36,-8.510,30.74,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:154,1393.860000000,1393.900000000,0.800000000000003,0.960000000000004,-1.5,0,AMAR173.4.20220912T153952Z.wav,1393.860000000,1393.900000000,2022/9/12  16:03:05.8600,NA,NA,0,0.800000000000003,0.960000000000004,-1.5,0.460000000000003,1.24,0.780000000000001,0.580000000000003,1.4,0.820000000000001,-1.5,-1.2,0.3,-32.983,15.67,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:415,1116.900000000,1117.040000000,-0.139999999999997,0.540000000000003,0.280000000000002,0,AMAR173.4.20220912T153952Z.wav,1116.900000000,1117.040000000,2022/9/12  15:58:28.9000,NA,NA,0,-0.139999999999997,0.540000000000003,0.280000000000002,-0.179999999999997,-0.0999999999999974,0.0800000000000001,0.520000000000003,0.600000000000003,0.0800000000000001,0.220000000000002,0.360000000000002,0.14,-23.961,24.84,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:438,985.890000000,986.570000000,-0.759999999999998,-0.379999999999998,-1.5,0,AMAR173.4.20220912T153952Z.wav,985.890000000,986.570000000,2022/9/12  15:56:17.8900,NA,NA,0,-0.759999999999998,-0.379999999999998,-1.5,-1.26,0.400000000000003,1.66,-0.739999999999998,-0.0199999999999974,0.720000000000001,-1.5,-1.22,0.28,-7.323,23.74,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:514,953.070000000,953.200000000,-0.959999999999998,-0.139999999999997,-0.579999999999999,0,AMAR173.4.20220912T153952Z.wav,953.070000000,953.200000000,2022/9/12  15:55:45.0700,NA,NA,0,-0.959999999999998,-0.139999999999997,-0.579999999999999,-1.16,-0.699999999999998,0.46,-0.259999999999998,0.0200000000000027,0.28,-0.819999999999999,-0.319999999999999,0.5,-8.413,21.16,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt:714,1000.070000000,1000.230000000,-0.879999999999998,-0.159999999999997,-0.599999999999999,0,AMAR173.4.20220912T153952Z.wav,1000.070000000,1000.230000000,2022/9/12  15:56:32.0700,NA,NA,0,-0.879999999999998,-0.159999999999997,-0.599999999999999,-1.22,-0.399999999999998,0.820000000000001,-0.379999999999998,0.0800000000000027,0.46,-0.98,-0.199999999999999,0.780000000000001,-8.492,30.32,AMAR173.4.20220912T153952Z.wav.chan0.Table.1.selections.FS.txt
