Selection,View,Channel,Begin Time (s),End Time (s),Delta Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,File Offset (s),Begin File,Agg Entropy (bits),Avg Amp (U),Avg Entropy (bits),Avg Power Density (dB FS/Hz),BW 50% (Hz),BW 90% (Hz),Begin Clock Time,Begin Date,Begin Date Time,Beg File Samp (samples),Begin Hour,Begin Sample (samples),Center Freq (Hz),Center Time (s),Center Time Rel.,Delta Freq (Hz),Delta Power (dB/Hz),Dur 50% (s),Dur 90% (s),End Clock Time,End Date,End File,End File Samp (samples),End Path,End Sample (samples),Energy (dB FS),F-RMS Amp (U),Freq 25% (Hz),Freq 5% (Hz),Freq 75% (Hz),Freq 95% (Hz),Freq Contour  5% (Hz),Freq Contour 25% (Hz),Freq Contour 50% (Hz),Freq Contour 75% (Hz),Freq Contour 95% (Hz),Inband Power (dB FS),Length (frames),Leq (dB FS),Max Amp (U),Max Bearing (deg),Max Entropy (bits),Max Freq (Hz),Max Time (s),Min Amp (U),Min Entropy (bits),Min Time (s),Peak Amp (U),Peak Corr (U),Peak Freq (Hz),Peak Freq Contour (Hz),PFC Avg Slope (Hz/ms),PFC Max Freq (Hz),PFC Max Slope (Hz/ms),PFC Min Freq (Hz),PFC Min Slope (Hz/ms),PFC Num Inf Pts,PFC Slope (Hz/ms),Peak Lag (s),Peak Power Density (dB FS/Hz),Peak Time (s),Peak Time Relative,RMS Amp (U),SEL (dB FS),SNR NIST Quick (dB),Sample Length (samples),Time 25% (s),Time 25% Rel.,Time 5% (s),Time 5% Rel.,Time 75% (s),Time 75% Rel.,Time 95% (s),Time 95% Rel.,Class,Sound type,Software,Confidence,x_m,y_m,z_m,x_err_low_m,x_err_high_m,x_err_span_m,y_err_low_m,y_err_high_m,y_err_span_m,z_err_low_m,z_err_high_m,z_err_span_m,tdoa_sec,tdoa_errors_std_sec,best_freq_band_hz,corr_val,selec.file,s,t,n,source_selection_file,a,Edits
1565,Spectrogram 1,1,738.84,738.98,0.14,0.0,843.75,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,738.84,AMAR173.4.20220913T153952Z.wav,5.37,,4.473,-77.15,226.562,578.125,15:52:10.8400,2022/9/13,2022/9/13  15:52:10.8400,23642880.0,15.0,23642880.0,234.375,738.912,0.5,843.75,,0.032,0.128,15:52:10.9800,2022/9/13,AMAR173.4.20220913T153952Z.wav,23647360.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,23647360.0,-19.68,,210.938,0.0,437.5,578.125,0.000;0.000;0.000;0.000,7.812;218.750;218.750;7.812,218.750;234.375;351.562;109.375,226.562;421.875;484.375;226.562,304.688;570.312;593.750;531.250,-56.77,5.0,,,,5.697,226.562,738.912,,3.265,,,,226.562,226.562;226.562;226.562;0.000,-2.36,226.562,0.0,0.0,-7.08,0.0,0.000;0.000;-7.080,,-63.74,738.912,0.5,,,19.92,4481.0,738.912,0.5,738.848,0.0,738.944,0.75,738.976,1.0,,,BlobDetector,0.0,-0.259999999999998,0.600000000000003,-1.12,-0.279999999999998,-0.219999999999998,0.0600000000000001,0.580000000000003,0.660000000000003,0.0800000000000001,-1.16,-1.06,0.1,[ 0.000229  0.000557  0.000362 -0.000368  0.000518],2.76223949673138e-05,"[632.8125, 843.75]",[0.80098335 0.78542244 0.87794699 0.91300132 0.56440525],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
1584,Spectrogram 1,1,763.79,764.02,0.23,23.438,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,763.79,AMAR173.4.20220913T153952Z.wav,6.98,,6.822,-84.52,242.188,1609.375,15:52:35.7900,2022/9/13,2022/9/13  15:52:35.7900,24441280.0,15.0,24441280.0,437.5,763.904,0.5,1984.375,,0.064,0.128,15:52:36.0200,2022/9/13,AMAR173.4.20220913T153952Z.wav,24448640.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,24448640.0,-21.897,,320.312,148.438,562.5,1757.812,78.125;164.062;148.438;117.188;140.625;203.125,164.062;328.125;343.750;328.125;265.625;343.750,453.125;429.688;445.312;1046.875;382.812;726.562,921.875;507.812;515.625;1640.625;1039.062;1406.250,1875.000;664.062;1515.625;1953.125;1882.812;1976.562,-60.45,7.0,,,,7.311,468.75,763.872,,6.158,,,,468.75,125.000;468.750;507.812;1953.125;343.750;343.750,1.367,1953.125,45.166,125.0,-50.293,1.0,10.742;1.221;45.166;-50.293;0.000,,-71.0,763.872,0.3333,,,15.88,7361.0,763.872,0.3333,763.872,0.3333,763.936,0.6667,764.0,1.0,,,BlobDetector,0.0,0.440000000000003,0.720000000000003,-1.0,0.380000000000003,0.500000000000003,0.12,0.660000000000003,0.780000000000003,0.12,-1.06,-0.94,0.12,[5.57e-04 7.36e-04 2.10e-04 3.00e-06 2.81e-04],4.45878750953785e-05,"[23.4375, 519.53125]",[0.84507455 0.80494251 0.93087749 0.9184511  0.8998818 ],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,"bs_large selection, two drums",AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
1597,Spectrogram 1,1,764.11,764.21,0.1,179.688,648.438,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,764.11,AMAR173.4.20220913T153952Z.wav,5.722,,5.558,-85.4,156.25,375.0,15:52:36.1100,2022/9/13,2022/9/13  15:52:36.1100,24451520.0,15.0,24451520.0,398.438,764.192,1.0,468.75,,0.032,0.032,15:52:36.2100,2022/9/13,AMAR173.4.20220913T153952Z.wav,24454720.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,24454720.0,-32.671,,328.125,226.562,484.375,601.562,203.125;226.562,328.125;328.125,414.062;398.438,507.812;484.375,617.188;601.562,-67.55,3.0,,,,5.668,367.188,764.192,,5.353,,,,367.188,375.000;367.188,-0.244,375.0,0.0,367.188,-0.244,0.0,-0.244,,-77.45,764.192,1.0,,,15.25,3201.0,764.16,0.5,764.16,0.5,764.192,1.0,764.192,1.0,,,BlobDetector,0.0,0.300000000000003,0.680000000000003,-0.859999999999999,0.280000000000003,0.320000000000003,0.04,0.660000000000003,0.700000000000003,0.04,-0.879999999999999,-0.839999999999999,0.04,[5.52e-04 7.89e-04 3.14e-04 7.00e-06 3.31e-04],1.81616058224e-05,"[179.6875, 414.0625]",[0.95780109 0.94719217 0.97382765 0.99654111 0.96711062],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
1604,Spectrogram 1,1,1003.58,1003.73,0.15,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,1003.58,AMAR173.4.20220913T153952Z.wav,7.909,,6.084,-69.97,890.625,1671.875,15:56:35.5800,2022/9/13,2022/9/13  15:56:35.5800,32114560.0,15.0,32114560.0,828.125,1003.68,0.75,2007.812,,0.032,0.032,15:56:35.7300,2022/9/13,AMAR173.4.20220913T153952Z.wav,32119360.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,32119360.0,-8.76,,437.5,148.438,1328.125,1820.312,0.000;140.625;156.250;0.000,0.000;437.500;445.312;281.250,7.812;828.125;828.125;750.000,70.312;1328.125;1328.125;1281.250,1554.688;1820.312;1820.312;1796.875,-45.85,5.0,,,,7.913,203.125,1003.68,,3.133,,,,203.125,0.000;195.312;203.125;0.000,0.0,203.125,6.104,0.0,-6.348,1.0,6.104;0.244;-6.348,,-61.18,1003.68,0.75,,,31.62,4801.0,1003.648,0.5,1003.648,0.5,1003.68,0.75,1003.68,0.75,,,BlobDetector,0.0,-0.919999999999998,-0.119999999999997,-0.519999999999999,-1.08,-0.719999999999998,0.36,-0.239999999999998,2.66453525910038e-15,0.24,-0.719999999999999,-0.319999999999999,0.4,[-0.000142  0.        0.000457 -0.000149  0.001029],0.0001296487979749,"[0.0, 501.953125]",[0.85724751 0.98636527 0.96374755 0.84211455 0.87259886],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
1605,Spectrogram 1,1,863.58,863.82,0.24,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,863.58,AMAR173.4.20220913T153952Z.wav,7.898,,4.837,-71.85,945.312,1765.625,15:54:15.5800,2022/9/13,2022/9/13  15:54:15.5800,27634560.0,15.0,27634560.0,796.875,863.68,0.4286,2007.812,,0.032,0.064,15:54:15.8200,2022/9/13,AMAR173.4.20220913T153952Z.wav,27642240.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,27642240.0,-8.598,,367.188,70.312,1312.5,1835.938,0.000;93.750;125.000;0.000;0.000;0.000;0.000,0.000;390.625;414.062;156.250;0.000;0.000;0.000,7.812;812.500;828.125;570.312;7.812;7.812;7.812,7.812;1320.312;1328.125;1179.688;140.625;7.812;125.000,1148.438;1835.938;1835.938;1804.688;1367.188;632.812;1429.688,-47.73,8.0,,,,7.944,148.438,863.68,,2.646,,,,148.438,0.000;0.000;148.438;0.000;0.000;0.000;0.000,0.0,148.438,4.639,0.0,-4.639,1.0,0.000;4.639;-4.639;0.000;0.000;0.000,,-62.37,863.68,0.4286,,,32.05,7681.0,863.648,0.2857,863.648,0.2857,863.68,0.4286,863.712,0.5714,,,BlobDetector,0.0,-0.979999999999998,-0.0599999999999974,-0.439999999999999,-1.16,-0.799999999999998,0.36,-0.159999999999997,0.0600000000000027,0.22,-0.639999999999999,-0.199999999999999,0.44,[-0.000133  0.        0.000449 -0.0001    0.000669],0.0001139825006622,"[0.0, 501.953125]",[0.84555222 0.98428866 0.95417532 0.8830043  0.91662874],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
1688,Spectrogram 1,1,1018.29,1018.73,0.44,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,1018.29,AMAR173.4.20220913T153952Z.wav,7.903,,5.492,-74.16,968.75,1773.438,15:56:50.2900,2022/9/13,2022/9/13  15:56:50.2900,32585280.0,15.0,32585280.0,828.125,1018.656,0.8462,2007.812,,0.0,0.192,15:56:50.7300,2022/9/13,AMAR173.4.20220913T153952Z.wav,32599360.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,32599360.0,-8.482,,382.812,78.125,1351.562,1851.562,0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;70.312;140.625;85.938;0.000,0.000;0.000;0.000;7.812;898.438;7.812;0.000;0.000;0.000;375.000;421.875;382.812;0.000,7.812;7.812;70.312;1140.625;1609.375;1195.312;7.812;7.812;7.812;804.688;843.750;820.312;7.812,203.125;703.125;859.375;1703.125;1859.375;1664.062;492.188;531.250;343.750;1328.125;1351.562;1335.938;343.750,1328.125;1257.812;1617.188;1953.125;1960.938;1921.875;1757.812;1687.500;1484.375;1835.938;1843.750;1835.938;1523.438,-50.05,14.0,,,,7.939,210.938,1018.656,,3.442,,,,210.938,0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;210.938;0.000;0.000,0.0,210.938,6.592,0.0,-6.592,1.0,0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;6.592;-6.592;0.000,,-61.59,1018.656,0.8462,,,23.56,14081.0,1018.656,0.8462,1018.496,0.4615,1018.656,0.8462,1018.688,0.9231,,,BlobDetector,0.0,-0.979999999999998,-0.0999999999999974,-0.499999999999999,-1.08,-0.859999999999998,0.22,-0.159999999999997,-0.0199999999999974,0.14,-0.619999999999999,-0.359999999999999,0.26,[-1.63e-04 -3.00e-06  4.75e-04 -1.56e-04  9.08e-04],8.22629293574818e-05,"[0.0, 501.953125]",[0.86950504 0.98468573 0.97252693 0.87817996 0.91200936],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
1749,Spectrogram 1,1,767.98,768.32,0.34,31.25,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,767.98,AMAR173.4.20220913T153952Z.wav,7.066,,6.62,-79.85,1109.375,1664.062,15:52:39.9800,2022/9/13,2022/9/13  15:52:39.9800,24575360.0,15.0,24575360.0,1742.188,768.096,0.3,1976.562,,0.032,0.128,15:52:40.3200,2022/9/13,AMAR173.4.20220913T153952Z.wav,24586240.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,24586240.0,-15.281,,773.438,312.5,1882.812,1976.562,78.125;250.000;484.375;203.125;171.875;210.938;117.188;109.375;179.688;117.188,265.625;468.750;1632.812;468.750;343.750;437.500;414.062;218.750;335.938;203.125,445.312;1671.875;1812.500;1625.000;468.750;492.188;523.438;531.250;390.625;375.000,945.312;1867.188;1906.250;1851.562;515.625;546.875;929.688;1335.938;507.812;515.625,1953.125;1968.750;1984.375;1968.750;1132.812;703.125;1835.938;1937.500;843.750;1250.000,-55.8,11.0,,,,7.103,1859.375,768.096,,5.871,,,,1859.375,429.688;445.312;1859.375;1945.312;468.750;492.188;546.875;117.188;375.000;125.000,-1.058,1945.312,44.189,117.188,-46.143,5.0,0.488;44.189;2.686;-46.143;0.732;1.709;-13.428;8.057;-7.812,,-63.39,768.096,0.3,,,21.23,10881.0,768.064,0.2,768.064,0.2,768.096,0.3,768.192,0.6,,,BlobDetector,0.0,0.500000000000003,0.700000000000003,-1.04,0.460000000000003,0.580000000000003,0.12,0.640000000000003,0.760000000000003,0.12,-1.1,-0.98,0.12,[5.45e-04 7.42e-04 1.69e-04 1.70e-05 2.71e-04],4.14609310577009e-05,"[31.25, 525.390625]",[0.78051908 0.73268435 0.89726231 0.87745171 0.87696989],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,"bs_large selection, multi-drum",AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
1839,Spectrogram 1,1,266.05,266.29,0.24,0.0,460.938,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,266.05,AMAR173.4.20220913T153952Z.wav,4.491,,3.83,-79.49,125.0,234.375,15:44:18.0500,2022/9/13,2022/9/13  15:44:18.0500,8513600.0,15.0,8513600.0,70.312,266.144,0.3333,460.938,,0.064,0.192,15:44:18.2900,2022/9/13,AMAR173.4.20220913T153952Z.wav,8521280.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,8521280.0,-23.153,,7.812,0.0,132.812,234.375,0.000;0.000;0.000;0.000;0.000;0.000;0.000,0.000;23.438;39.062;7.812;0.000;0.000;7.812,54.688;62.500;62.500;78.125;7.812;7.812;132.812,132.812;117.188;109.375;125.000;125.000;132.812;171.875,250.000;242.188;234.375;218.750;179.688;218.750;226.562,-61.71,7.0,,,,4.674,0.0,266.08,,3.148,,,,0.0,0.000;0.000;0.000;0.000;0.000;0.000;0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.000;0.000;0.000;0.000;0.000;0.000,,-68.06,266.08,0.0,,,18.17,7681.0,266.144,0.3333,266.08,0.0,266.208,0.6667,266.272,1.0,,,BlobDetector,0.0,-0.639999999999998,-0.679999999999998,-0.419999999999999,-0.679999999999998,-0.599999999999998,0.0800000000000001,-0.719999999999998,-0.619999999999998,0.1,-0.459999999999999,-0.359999999999999,0.1,[-5.05e-04 -5.30e-05  3.58e-04  3.85e-04  8.56e-04],4.88662992025606e-05,"[0.0, 230.46875]",[0.91510185 0.86133739 0.94570958 0.9403414  0.86037444],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
1883,Spectrogram 1,1,740.94,741.21,0.27,0.0,1359.375,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,740.94,AMAR173.4.20220913T153952Z.wav,4.567,,3.932,-78.65,218.75,726.562,15:52:12.9400,2022/9/13,2022/9/13  15:52:12.9400,23710080.0,15.0,23710080.0,218.75,741.088,0.5714,1359.375,,0.128,0.224,15:52:13.2100,2022/9/13,AMAR173.4.20220913T153952Z.wav,23718720.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,23718720.0,-17.085,,7.812,0.0,226.562,726.562,0.000;0.000;0.000;0.000;0.000;0.000;0.000,0.000;7.812;7.812;0.000;0.000;23.438;203.125,210.938;164.062;101.562;23.438;46.875;226.562;226.562,226.562;226.562;226.562;226.562;226.562;492.188;406.250,234.375;234.375;234.375;234.375;914.062;1015.625;585.938,-56.22,8.0,,,,5.464,218.75,741.184,,2.932,,,,218.75,0.000;0.000;0.000;0.000;0.000;0.000;218.750,1.139,218.75,6.836,0.0,0.0,0.0,0.000;0.000;0.000;0.000;0.000;6.836,,-62.45,741.184,1.0,,,18.0,8641.0,741.024,0.2857,740.96,0.0,741.152,0.8571,741.184,1.0,,,BlobDetector,0.0,-0.139999999999997,0.480000000000003,-1.08,-0.159999999999997,-0.0999999999999974,0.0600000000000001,0.460000000000003,0.520000000000003,0.0600000000000001,-1.1,-1.0,0.1,[ 0.000259  0.000591  0.000309 -0.000231  0.000563],2.75545383607967e-05,"[339.84375, 679.6875]",[0.9169287  0.78866092 0.9100652  0.97003594 0.85710562],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,bs_large selection,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
1909,Spectrogram 1,1,1277.05,1277.12,0.07,0.0,210.938,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,1277.05,AMAR173.4.20220913T153952Z.wav,1.806,,1.763,-76.94,7.812,132.812,16:01:09.0500,2022/9/13,2022/9/13  16:01:09.0500,40865600.0,16.0,40865600.0,0.0,1277.088,0.5,210.938,,0.064,0.064,16:01:09.1200,2022/9/13,AMAR173.4.20220913T153952Z.wav,40867840.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,40867839.0,-27.589,,0.0,0.0,7.812,132.812,0.000;0.000;0.000,0.000;0.000;0.000,0.000;0.000;0.000,7.812;7.812;7.812,15.625;148.438;125.000,-62.46,3.0,,,,1.998,0.0,1277.12,,1.486,,,,0.0,0.000;0.000;0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.000;0.000,,-65.17,1277.12,1.0,,,10.5,2240.0,1277.056,0.0,1277.056,0.0,1277.12,1.0,1277.12,1.0,,,BlobDetector,0.0,-0.639999999999998,-0.539999999999998,-0.279999999999999,-0.699999999999998,-0.539999999999998,0.16,-0.599999999999998,-0.439999999999998,0.16,-0.359999999999999,-0.199999999999999,0.16,[-2.210e-04 -8.200e-05  4.070e-04  3.300e-04  1.038e-03],7.57441187180754e-05,"[0.0, 210.9375]",[0.77071484 0.70720754 0.63330433 0.63110957 0.80985755],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
1912,Spectrogram 1,1,571.3,571.42,0.12,125.0,820.312,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,571.3,AMAR173.4.20220913T153952Z.wav,5.933,,5.239,-75.57,265.625,421.875,15:49:23.3000,2022/9/13,2022/9/13  15:49:23.3000,18281600.0,15.0,18281600.0,390.625,571.392,1.0,695.312,,0.032,0.064,15:49:23.4200,2022/9/13,AMAR173.4.20220913T153952Z.wav,18285440.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,18285440.0,-21.158,,226.562,179.688,492.188,601.562,171.875;179.688,226.562;250.000,320.312;398.438,468.750;500.000,609.375;601.562,-56.03,3.0,,,,5.963,226.562,571.392,,3.86,,,,226.562,226.562;226.562,0.0,226.562,0.0,226.562,0.0,0.0,0.000,,-66.84,571.392,1.0,,,19.73,3841.0,571.36,0.5,571.328,0.0,571.392,1.0,571.392,1.0,,,BlobDetector,0.0,0.160000000000003,0.500000000000003,-1.04,0.140000000000003,0.240000000000003,0.1,0.480000000000003,0.560000000000003,0.0800000000000001,-1.08,-1.0,0.0800000000000001,[ 4.01e-04  6.74e-04  2.42e-04 -4.90e-05  4.70e-04],3.16996665224618e-05,"[356.77083333333337, 588.5416666666667]",[0.90983058 0.92754558 0.9442578  0.98049088 0.92689897],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
1993,Spectrogram 1,1,797.4,797.8,0.4,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,797.4,AMAR173.4.20220913T153952Z.wav,7.897,,5.044,-73.8,929.688,1757.812,15:53:09.4000,2022/9/13,2022/9/13  15:53:09.4000,25516800.0,15.0,25516800.0,796.875,797.664,0.6667,2007.812,,0.032,0.064,15:53:09.8000,2022/9/13,AMAR173.4.20220913T153952Z.wav,25529600.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,25529599.0,-8.441,,382.812,85.938,1312.5,1843.75,0.000;0.000;0.000;0.000;0.000;0.000;0.000;140.625;125.000;0.000;0.000;0.000,0.000;0.000;0.000;0.000;0.000;0.000;335.938;421.875;398.438;0.000;0.000;0.000,7.812;7.812;7.812;7.812;7.812;7.812;734.375;820.312;812.500;7.812;7.812;7.812,117.188;1304.688;921.875;125.000;359.375;375.000;1250.000;1335.938;1328.125;507.812;351.562;257.812,1398.438;1906.250;1882.812;1390.625;1539.062;1250.000;1820.312;1851.562;1843.750;1679.688;1320.312;1320.312,-49.68,13.0,,,,7.934,656.25,797.664,,3.369,,,,656.25,0.000;0.000;0.000;0.000;0.000;0.000;0.000;656.250;226.562;0.000;0.000;0.000,0.0,656.25,20.508,0.0,-13.428,1.0,0.000;0.000;0.000;0.000;0.000;0.000;20.508;-13.428;-7.080;0.000;0.000,,-61.27,797.664,0.6667,,,28.75,12800.0,797.664,0.6667,797.632,0.5833,797.696,0.75,797.696,0.75,,,BlobDetector,0.0,-0.979999999999998,-0.0399999999999974,-0.539999999999999,-1.2,-0.679999999999998,0.52,-0.179999999999997,0.100000000000003,0.28,-0.839999999999999,-0.239999999999999,0.600000000000001,[-0.000158  0.        0.000414 -0.000148  0.000626],0.0001339755643068,"[0.0, 501.953125]",[0.86009967 0.98588579 0.96613878 0.86898926 0.88500298],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
2000,Spectrogram 1,1,995.58,995.74,0.16,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,995.58,AMAR173.4.20220913T153952Z.wav,7.908,,6.194,-69.87,921.875,1710.938,15:56:27.5800,2022/9/13,2022/9/13  15:56:27.5800,31858560.0,15.0,31858560.0,820.312,995.68,0.75,2007.812,,0.032,0.032,15:56:27.7400,2022/9/13,AMAR173.4.20220913T153952Z.wav,31863680.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,31863680.0,-8.656,,414.062,132.812,1335.938,1843.75,0.000;132.812;148.438;0.000,0.000;421.875;429.688;281.250,7.812;828.125;835.938;710.938,218.750;1335.938;1343.750;1210.938,1484.375;1843.750;1843.750;1820.312,-45.75,5.0,,,,7.924,250.0,995.68,,3.462,,,,250.0,0.000;242.188;250.000;0.000,0.0,250.0,7.568,0.0,-7.812,1.0,7.568;0.244;-7.812,,-60.84,995.68,0.75,,,31.45,5121.0,995.648,0.5,995.648,0.5,995.68,0.75,995.68,0.75,,,BlobDetector,0.0,-0.939999999999998,-0.0999999999999974,-0.499999999999999,-1.04,-0.799999999999998,0.24,-0.179999999999997,-0.0199999999999974,0.16,-0.619999999999999,-0.339999999999999,0.28,[-0.000139  0.        0.000448 -0.000129  0.000849],8.46134174253864e-05,"[0.0, 501.953125]",[0.85302838 0.98493585 0.95431647 0.87100689 0.91254702],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
