Selection,View,Channel,Begin Time (s),End Time (s),Delta Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,File Offset (s),Begin File,Agg Entropy (bits),Avg Amp (U),Avg Entropy (bits),Avg Power Density (dB FS/Hz),BW 50% (Hz),BW 90% (Hz),Begin Clock Time,Begin Date,Begin Date Time,Beg File Samp (samples),Begin Hour,Begin Sample (samples),Center Freq (Hz),Center Time (s),Center Time Rel.,Delta Freq (Hz),Delta Power (dB/Hz),Dur 50% (s),Dur 90% (s),End Clock Time,End Date,End File,End File Samp (samples),End Path,End Sample (samples),Energy (dB FS),F-RMS Amp (U),Freq 25% (Hz),Freq 5% (Hz),Freq 75% (Hz),Freq 95% (Hz),Freq Contour  5% (Hz),Freq Contour 25% (Hz),Freq Contour 50% (Hz),Freq Contour 75% (Hz),Freq Contour 95% (Hz),Inband Power (dB FS),Length (frames),Leq (dB FS),Max Amp (U),Max Bearing (deg),Max Entropy (bits),Max Freq (Hz),Max Time (s),Min Amp (U),Min Entropy (bits),Min Time (s),Peak Amp (U),Peak Corr (U),Peak Freq (Hz),Peak Freq Contour (Hz),PFC Avg Slope (Hz/ms),PFC Max Freq (Hz),PFC Max Slope (Hz/ms),PFC Min Freq (Hz),PFC Min Slope (Hz/ms),PFC Num Inf Pts,PFC Slope (Hz/ms),Peak Lag (s),Peak Power Density (dB FS/Hz),Peak Time (s),Peak Time Relative,RMS Amp (U),SEL (dB FS),SNR NIST Quick (dB),Sample Length (samples),Time 25% (s),Time 25% Rel.,Time 5% (s),Time 5% Rel.,Time 75% (s),Time 75% Rel.,Time 95% (s),Time 95% Rel.,Class,Sound type,Software,Confidence,x_m,y_m,z_m,x_err_low_m,x_err_high_m,x_err_span_m,y_err_low_m,y_err_high_m,y_err_span_m,z_err_low_m,z_err_high_m,z_err_span_m,tdoa_sec,tdoa_errors_std_sec,best_freq_band_hz,corr_val,selec.file,s,t,n,source_selection_file,a,Edits
2006,Spectrogram 1,1,767.85,767.95,0.1,210.938,679.688,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,767.85,AMAR173.4.20220913T153952Z.wav,5.432,,5.347,-83.98,132.812,320.312,15:52:39.8500,2022/9/13,2022/9/13  15:52:39.8500,24571200.0,15.0,24571200.0,445.312,767.936,1.0,468.75,,0.032,0.032,15:52:39.9500,2022/9/13,AMAR173.4.20220913T153952Z.wav,24574400.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,24574400.0,-31.25,,359.375,281.25,492.188,601.562,273.438;304.688,359.375;359.375,445.312;445.312,492.188;492.188,609.375;601.562,-66.12,3.0,,,,5.4,453.125,767.936,,5.263,,,,453.125,484.375;453.125,-0.977,484.375,0.0,453.125,-0.977,0.0,-0.977,,-75.96,767.936,1.0,,,17.37,3201.0,767.904,0.5,767.904,0.5,767.936,1.0,767.936,1.0,,,BlobDetector,0.0,0.560000000000003,0.640000000000003,-0.899999999999999,0.520000000000003,0.620000000000003,0.1,0.600000000000003,0.700000000000003,0.1,-0.94,-0.839999999999999,0.1,[0.000611 0.000799 0.000169 0.000113 0.000261],3.67137816843045e-05,"[210.9375, 445.3125]",[0.94367335 0.94338758 0.98244473 0.97860507 0.97105413],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
2039,Spectrogram 1,1,937.1,937.24,0.14,0.0,921.875,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,937.1,AMAR173.4.20220913T153952Z.wav,5.818,,4.553,-78.41,390.625,656.25,15:55:29.1000,2022/9/13,2022/9/13  15:55:29.1000,29987200.0,15.0,29987200.0,406.25,937.184,0.6667,921.875,,0.032,0.096,15:55:29.2400,2022/9/13,AMAR173.4.20220913T153952Z.wav,29991680.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,29991680.0,-21.535,,117.188,0.0,507.812,656.25,0.000;0.000;0.000,0.000;312.500;101.562,7.812;445.312;398.438,117.188;523.438;507.812,601.562;664.062;648.438,-57.66,4.0,,,,6.089,0.0,937.184,,2.494,,,,0.0,0.000;0.000;0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.000;0.000,,-66.1,937.184,0.6667,,,19.97,4481.0,937.184,0.6667,937.12,0.0,937.216,1.0,937.216,1.0,,,BlobDetector,0.0,-0.199999999999998,0.660000000000003,-1.22,-0.219999999999998,-0.179999999999997,0.04,0.640000000000003,0.700000000000003,0.0600000000000001,-1.24,-1.08,0.16,[ 0.000194  0.000589  0.000332 -0.000372  0.00046 ],2.20018873234292e-05,"[691.40625, 921.875]",[0.93750535 0.85405642 0.93426165 0.96954747 0.94359009],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
2070,Spectrogram 1,1,742.31,742.42,0.11,179.688,781.25,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,742.31,AMAR173.4.20220913T153952Z.wav,5.288,,4.597,-80.21,257.812,429.688,15:52:14.3100,2022/9/13,2022/9/13  15:52:14.3100,23753920.0,15.0,23753920.0,351.562,742.368,0.5,601.562,,0.032,0.064,15:52:14.4200,2022/9/13,AMAR173.4.20220913T153952Z.wav,23757440.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,23757440.0,-26.414,,226.562,195.312,484.375,625.0,195.312;187.500,218.750;312.500,226.562;421.875,445.312;507.812,609.375;632.812,-61.29,3.0,,,,5.63,226.562,742.336,,2.839,,,,226.562,226.562;218.750,-0.244,226.562,0.0,218.75,-0.244,0.0,-0.244,,-68.08,742.336,0.0,,,16.19,3521.0,742.368,0.5,742.336,0.0,742.4,1.0,742.4,1.0,,,BlobDetector,0.0,-0.259999999999998,0.800000000000003,-1.38,-0.259999999999998,-0.259999999999998,0.0,0.800000000000003,0.820000000000003,0.02,-1.38,-1.36,0.02,[ 0.000161  0.000615  0.000315 -0.000493  0.000456],6.97400398121341e-06,"[580.7291666666667, 781.25]",[0.67116332 0.55984542 0.69198403 0.88000346 0.81155699],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
2073,Spectrogram 1,1,682.61,682.85,0.24,0.0,789.062,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,682.61,AMAR173.4.20220913T153952Z.wav,5.178,,4.352,-78.28,421.875,570.312,15:51:14.6100,2022/9/13,2022/9/13  15:51:14.6100,21843520.0,15.0,21843520.0,226.562,682.72,0.4286,789.062,,0.096,0.224,15:51:14.8500,2022/9/13,AMAR173.4.20220913T153952Z.wav,21851200.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,21851200.0,-19.057,,7.812,0.0,429.688,570.312,0.000;0.000;0.000;0.000;0.000;0.000;0.000,7.812;218.750;156.250;0.000;7.812;140.625;7.812,218.750;375.000;320.312;140.625;218.750;226.562;218.750,226.562;492.188;484.375;226.562;226.562;445.312;226.562,500.000;578.125;578.125;406.250;554.688;585.938;515.625,-58.19,8.0,,,,5.927,0.0,682.72,,3.318,,,,0.0,0.000;0.000;0.000;0.000;0.000;226.562;218.750,1.139,226.562,7.08,0.0,-0.244,1.0,0.000;0.000;0.000;0.000;7.080;-0.244,,-65.93,682.72,0.4286,,,18.52,7681.0,682.688,0.2857,682.624,0.0,682.784,0.7143,682.848,1.0,,,BlobDetector,0.0,-0.359999999999998,0.360000000000003,-0.919999999999999,-0.359999999999998,-0.339999999999998,0.02,0.360000000000003,0.380000000000003,0.02,-0.919999999999999,-0.899999999999999,0.02,[ 0.000176  0.000549  0.00043  -0.000247  0.000657],1.05981143837577e-05,"[263.0208333333333, 526.0416666666666]",[0.95894353 0.84285095 0.88674993 0.93335593 0.85222464],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,bs_two drums,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
2084,Spectrogram 1,1,786.57,786.97,0.4,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,786.57,AMAR173.4.20220913T153952Z.wav,7.938,,5.368,-73.59,929.688,1734.375,15:52:58.5700,2022/9/13,2022/9/13  15:52:58.5700,25170240.0,15.0,25170240.0,812.5,786.656,0.1818,2007.812,,0.0,0.064,15:52:58.9700,2022/9/13,AMAR173.4.20220913T153952Z.wav,25183040.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,25183040.0,-8.581,,398.438,109.375,1328.125,1843.75,7.812;132.812;117.188;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000,367.188;421.875;406.250;7.812;0.000;0.000;0.000;0.000;0.000;0.000;0.000,789.062;828.125;820.312;242.188;7.812;7.812;7.812;101.562;7.812;7.812;7.812,1312.500;1335.938;1328.125;882.812;445.312;375.000;398.438;234.375;195.312;132.812;195.312,1835.938;1843.750;1843.750;1734.375;1367.188;1273.438;1101.562;812.500;929.688;1546.875;1382.812,-49.48,12.0,,,,7.942,164.062,786.656,,3.682,,,,164.062,0.000;164.062;164.062;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000,0.0,164.062,5.127,0.0,-5.127,1.0,5.127;0.000;-5.127;0.000;0.000;0.000;0.000;0.000;0.000;0.000,,-61.66,786.656,0.1818,,,29.05,12801.0,786.656,0.1818,786.624,0.0909,786.656,0.1818,786.688,0.2727,,,BlobDetector,0.0,-0.919999999999998,-0.119999999999997,-0.539999999999999,-1.04,-0.759999999999998,0.28,-0.199999999999998,-0.0199999999999974,0.18,-0.699999999999999,-0.379999999999999,0.32,[-0.000148  0.        0.000437 -0.000135  0.00094 ],0.0001021575460871,"[0.0, 501.953125]",[0.86013854 0.98558536 0.96624515 0.8720641  0.83784775],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
2097,Spectrogram 1,1,812.57,812.75,0.18,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,812.57,AMAR173.4.20220913T153952Z.wav,7.933,,6.041,-70.81,914.062,1726.562,15:53:24.5700,2022/9/13,2022/9/13  15:53:24.5700,26002240.0,15.0,26002240.0,828.125,812.672,0.6,2007.812,,0.032,0.032,15:53:24.7500,2022/9/13,AMAR173.4.20220913T153952Z.wav,26008000.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,26008000.0,-8.814,,414.062,117.188,1328.125,1843.75,0.000;140.625;132.812;0.000;0.000,0.000;421.875;421.875;187.500;0.000,7.812;835.938;835.938;632.812;7.812,179.688;1335.938;1335.938;1195.312;406.250,1421.875;1843.750;1843.750;1796.875;1406.250,-46.7,6.0,,,,7.938,414.062,812.672,,3.413,,,,414.062,0.000;148.438;414.062;0.000;0.000,0.0,414.062,8.301,0.0,-12.939,1.0,4.639;8.301;-12.939;0.000,,-61.71,812.672,0.6,,,30.94,5761.0,812.64,0.4,812.64,0.4,812.672,0.6,812.672,0.6,,,BlobDetector,0.0,-0.979999999999998,-0.0599999999999974,-0.459999999999999,-1.12,-0.819999999999998,0.3,-0.139999999999997,0.0400000000000027,0.18,-0.619999999999999,-0.259999999999999,0.36,[-0.00014   0.        0.000451 -0.000119  0.000716],9.78540182324624e-05,"[0.0, 501.953125]",[0.85561646 0.98629927 0.95791219 0.87930779 0.94012067],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
2133,Spectrogram 1,1,685.88,685.98,0.1,218.75,703.125,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,685.88,AMAR173.4.20220913T153952Z.wav,2.031,,1.948,-73.39,7.812,125.0,15:51:17.8800,2022/9/13,2022/9/13  15:51:17.8800,21948160.0,15.0,21948160.0,226.562,685.92,0.5,484.375,,0.064,0.064,15:51:17.9800,2022/9/13,AMAR173.4.20220913T153952Z.wav,21951360.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,21951360.0,-20.519,,218.75,218.75,226.562,343.75,218.750;218.750,218.750;218.750,226.562;226.562,226.562;226.562,234.375;484.375,-55.39,3.0,,,,2.764,218.75,685.888,,1.427,,,,218.75,218.750;218.750,0.0,218.75,0.0,218.75,0.0,0.0,0.000,,-58.27,685.888,0.0,,,17.87,3201.0,685.888,0.0,685.888,0.0,685.952,1.0,685.952,1.0,,,BlobDetector,0.0,-0.359999999999998,0.360000000000003,-0.879999999999999,-0.399999999999998,-0.319999999999998,0.0800000000000001,0.320000000000003,0.400000000000003,0.0800000000000001,-0.919999999999999,-0.779999999999999,0.14,[ 0.000159  0.000609  0.000447 -0.000237  0.000704],4.22936152947966e-05,"[460.9375, 703.125]",[0.95793457 0.81073241 0.93347528 0.97418486 0.80769282],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
2156,Spectrogram 1,1,708.27,708.4,0.13,109.375,1007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,708.27,AMAR173.4.20220913T153952Z.wav,6.241,,5.88,-79.93,242.188,539.062,15:51:40.2700,2022/9/13,2022/9/13  15:51:40.2700,22664640.0,15.0,22664640.0,445.312,708.352,0.6667,898.438,,0.032,0.096,15:51:40.4000,2022/9/13,AMAR173.4.20220913T153952Z.wav,22668800.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,22668800.0,-23.159,,289.062,132.812,531.25,671.875,117.188;140.625;132.812,226.562;335.938;281.250,257.812;460.938;437.500,468.750;531.250;531.250,953.125;656.250;656.250,-59.28,4.0,,,,6.131,507.812,708.352,,5.543,,,,507.812,234.375;507.812;507.812,4.272,507.812,8.545,234.375,0.0,0.0,8.545;0.000,,-70.03,708.352,0.6667,,,19.19,4161.0,708.352,0.6667,708.288,0.0,708.384,1.0,708.384,1.0,,,BlobDetector,0.0,-0.439999999999998,0.480000000000003,-1.16,-0.459999999999998,-0.419999999999998,0.04,0.460000000000003,0.500000000000003,0.04,-1.18,-1.12,0.0600000000000001,[ 9.10e-05  5.07e-04  3.59e-04 -4.41e-04  6.25e-04],1.83179599050803e-05,"[558.59375, 783.203125]",[0.98563594 0.94319479 0.96357704 0.98505627 0.94674636],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
2158,Spectrogram 1,1,1015.43,1015.8,0.37,0.0,2007.812,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,1015.43,AMAR173.4.20220913T153952Z.wav,7.904,,5.204,-73.16,945.312,1765.625,15:56:47.4300,2022/9/13,2022/9/13  15:56:47.4300,32493760.0,15.0,32493760.0,812.5,1015.648,0.6,2007.812,,0.032,0.032,15:56:47.8000,2022/9/13,AMAR173.4.20220913T153952Z.wav,32505600.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,32505599.0,-8.528,,382.812,85.938,1328.125,1851.562,0.000;0.000;0.000;0.000;0.000;140.625;117.188;0.000;0.000;0.000,0.000;0.000;0.000;0.000;70.312;421.875;406.250;7.812;0.000;0.000,7.812;242.188;7.812;7.812;593.750;835.938;828.125;289.062;7.812;7.812,179.688;1507.812;937.500;7.812;1187.500;1343.750;1335.938;867.188;375.000;1156.250,1804.688;1960.938;1789.062;1601.562;1828.125;1851.562;1859.375;1726.562;1796.875;1890.625,-49.05,11.0,,,,7.935,148.438,1015.648,,3.278,,,,148.438,0.000;0.000;0.000;0.000;0.000;148.438;125.000;0.000;0.000;0.000,0.0,148.438,4.639,0.0,-3.906,1.0,0.000;0.000;0.000;0.000;4.639;-0.732;-3.906;0.000;0.000,,-62.69,1015.648,0.6,,,29.74,11840.0,1015.648,0.6,1015.648,0.6,1015.68,0.7,1015.68,0.7,,,BlobDetector,0.0,-0.999999999999998,-0.0599999999999974,-0.479999999999999,-1.08,-0.899999999999998,0.18,-0.0999999999999974,0.0200000000000027,0.12,-0.579999999999999,-0.379999999999999,0.2,[-1.58e-04 -1.00e-06  4.95e-04 -1.61e-04  8.43e-04],6.48904797479997e-05,"[0.0, 501.953125]",[0.8662703  0.98601388 0.95396739 0.85932569 0.89554824],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
2164,Spectrogram 1,1,684.96,685.08,0.12,156.25,734.375,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,684.96,AMAR173.4.20220913T153952Z.wav,3.11,,2.932,-73.38,7.812,289.062,15:51:16.9600,2022/9/13,2022/9/13  15:51:16.9600,21918720.0,15.0,21918720.0,226.562,685.024,0.5,578.125,,0.064,0.064,15:51:17.0800,2022/9/13,AMAR173.4.20220913T153952Z.wav,21922560.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,21922560.0,-19.759,,218.75,210.938,226.562,500.0,210.938;210.938,218.750;218.750,226.562;226.562,226.562;234.375,414.062;523.438,-54.63,3.0,,,,3.762,226.562,684.992,,2.092,,,,226.562,226.562;218.750,-0.244,226.562,0.0,218.75,-0.244,0.0,-0.244,,-58.02,684.992,0.0,,,15.98,3841.0,684.992,0.0,684.992,0.0,685.056,1.0,685.056,1.0,,,BlobDetector,0.0,-0.319999999999998,0.380000000000003,-0.98,-0.319999999999998,-0.279999999999998,0.04,0.380000000000003,0.420000000000003,0.04,-0.98,-0.96,0.02,[ 0.000165  0.00056   0.000396 -0.000253  0.00065 ],1.17397157360411e-05,"[445.3125, 734.375]",[0.95375128 0.86587077 0.94651506 0.95766486 0.85821396],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
2170,Spectrogram 1,1,717.6,717.71,0.11,132.812,812.5,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,717.6,AMAR173.4.20220913T153952Z.wav,5.915,,5.422,-78.66,250.0,460.938,15:51:49.6000,2022/9/13,2022/9/13  15:51:49.6000,22963200.0,15.0,22963200.0,343.75,717.664,0.5,679.688,,0.032,0.064,15:51:49.7100,2022/9/13,AMAR173.4.20220913T153952Z.wav,22966720.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,22966720.0,-24.339,,226.562,179.688,476.562,640.625,179.688;179.688,226.562;234.375,335.938;367.188,476.562;492.188,640.625;640.625,-59.21,3.0,,,,6.001,226.562,717.696,,4.448,,,,226.562,242.188;226.562,-0.488,242.188,0.0,226.562,-0.488,0.0,-0.488,,-69.69,717.696,1.0,,,16.35,3521.0,717.664,0.5,717.632,0.0,717.696,1.0,717.696,1.0,,,BlobDetector,0.0,-0.359999999999998,0.480000000000003,-1.0,-0.379999999999998,-0.339999999999998,0.04,0.460000000000003,0.500000000000003,0.04,-1.02,-0.96,0.0600000000000001,[ 0.000194  0.000547  0.000406 -0.000348  0.000629],2.33094633589895e-05,"[359.375, 585.9375]",[0.97973575 0.9692316  0.97407217 0.94595555 0.95968345],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
2187,Spectrogram 1,1,1149.33,1149.54,0.21,0.0,187.5,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,1149.33,AMAR173.4.20220913T153952Z.wav,2.587,,2.388,-74.73,31.25,39.062,15:59:01.3300,2022/9/13,2022/9/13  15:59:01.3300,36778560.0,15.0,36778560.0,7.812,1149.44,0.5,187.5,,0.096,0.192,15:59:01.5400,2022/9/13,AMAR173.4.20220913T153952Z.wav,36785280.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,36785280.0,-22.192,,0.0,0.0,31.25,39.062,0.000;0.000;0.000;0.000;0.000;0.000;0.000,0.000;0.000;0.000;7.812;7.812;0.000;0.000,0.000;7.812;7.812;23.438;23.438;7.812;7.812,7.812;7.812;31.250;31.250;31.250;31.250;15.625,125.000;39.062;39.062;46.875;39.062;39.062;54.688,-60.75,7.0,,,,2.664,31.25,1149.472,,1.868,,,,31.25,0.000;0.000;0.000;31.250;31.250;0.000;0.000,0.0,31.25,0.977,0.0,-0.977,1.0,0.000;0.000;0.977;0.000;-0.977;0.000,,-64.43,1149.472,0.6667,,,20.45,6721.0,1149.408,0.3333,1149.344,0.0,1149.504,0.8333,1149.536,1.0,,,BlobDetector,0.0,-0.219999999999998,-0.199999999999998,-1.38,-0.659999999999998,0.440000000000003,1.1,-0.659999999999998,0.360000000000003,1.02,-1.5,-0.679999999999999,0.820000000000001,[-3.40e-05  0.00e+00  0.00e+00  0.00e+00  4.72e-04],0.0002545742793175,"[0.0, 187.5]",[0.98815728 0.98852665 0.99149008 0.98969426 0.98585954],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
2195,Spectrogram 1,1,684.83,684.94,0.11,132.812,664.062,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,684.83,AMAR173.4.20220913T153952Z.wav,2.706,,2.549,-73.7,7.812,117.188,15:51:16.8300,2022/9/13,2022/9/13  15:51:16.8300,21914560.0,15.0,21914560.0,226.562,684.896,0.6667,531.25,,0.064,0.096,15:51:16.9400,2022/9/13,AMAR173.4.20220913T153952Z.wav,21918080.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,21918080.0,-19.191,,218.75,210.938,226.562,328.125,218.750;210.938;187.500,218.750;218.750;218.750,226.562;226.562;226.562,226.562;226.562;226.562,234.375;328.125;375.000,-55.31,4.0,,,,3.161,226.562,684.832,,1.881,,,,226.562,226.562;226.562;226.562,0.0,226.562,0.0,226.562,0.0,0.0,0.000;0.000,,-58.54,684.832,0.0,,,17.54,3521.0,684.864,0.3333,684.832,0.0,684.928,1.0,684.928,1.0,,,BlobDetector,0.0,-0.319999999999998,0.380000000000003,-0.98,-0.379999999999998,-0.259999999999998,0.12,0.340000000000003,0.460000000000003,0.12,-1.04,-0.859999999999999,0.18,[ 0.000145  0.000495  0.000406 -0.000215  0.000552],5.2780844245697e-05,"[398.4375, 664.0625]",[0.87513889 0.66473572 0.81502078 0.89297379 0.6565111 ],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
2216,Spectrogram 1,1,743.02,743.24,0.22,0.0,1148.438,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,743.02,AMAR173.4.20220913T153952Z.wav,6.121,,5.134,-82.45,304.688,656.25,15:52:15.0200,2022/9/13,2022/9/13  15:52:15.0200,23776640.0,15.0,23776640.0,226.562,743.168,0.6667,1148.438,,0.096,0.16,15:52:15.2400,2022/9/13,AMAR173.4.20220913T153952Z.wav,23783680.0,D:\Bamfield_2022_Large_Array\DR20220908_Danger_Rocks_Danvers\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220913T153952Z.wav,23783680.0,-22.198,,140.625,15.625,445.312,671.875,0.000;54.688;7.812;7.812;125.000;31.250,109.375;101.562;140.625;148.438;296.875;289.062,210.938;140.625;148.438;218.750;429.688;429.688,226.562;156.250;218.750;250.000;523.438;539.062,625.000;335.938;664.062;687.500;687.500;875.000,-60.75,7.0,,,,6.394,148.438,743.104,,4.171,,,,148.438,226.562;148.438;148.438;218.750;421.875;226.562,0.0,421.875,6.348,148.438,-6.104,2.0,-2.441;0.000;2.197;6.348;-6.104,,-66.89,743.104,0.3333,,,19.41,7041.0,743.104,0.3333,743.072,0.1667,743.2,0.8333,743.232,1.0,,,BlobDetector,0.0,-0.159999999999997,0.600000000000003,-1.06,-0.179999999999997,-0.119999999999997,0.0600000000000001,0.580000000000003,0.660000000000003,0.0800000000000001,-1.1,-1.02,0.0800000000000001,[ 0.000293  0.000594  0.000361 -0.000287  0.00051 ],2.84142259950281e-05,"[287.109375, 574.21875]",[0.92688433 0.88586485 0.9216721  0.964713   0.89983713],AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220913T153952Z.wav.chan0.Table.1.selections.FS.txt,,
